data_timestep;lane_id;lane_queueing_length;lane_queueing_length_experimental;lane_queueing_time
1079.00;FA_3_0;53.31;53.31;39.00
1079.00;FA_3_1;0.00;58.86;0.00
1079.00;avrio_1_1;5.10;5.10;40.00
1079.00;lecheria_haciacaminoreal_0;12.50;15.22;17.00
1079.00;lecheria_haciacaminoreal_1;19.00;19.00;19.00
1079.00;semaforo_caminoreal_costanera_0;7.00;7.00;10.00
1079.00;semaforo_caminoreal_costanera_1;7.00;7.00;4.00
1079.00;semaforo_caminoreal_elejercito_1;20.00;20.00;28.00
1079.00;semaforo_caminoreal_elejercito_2;16.20;22.79;25.00
1080.00;-371794626#1_0;0.00;38.80;0.00
1080.00;-371794626#2_0;26.00;26.00;49.00
1080.00;-371794626#2_1;28.21;28.21;16.00
1080.00;172682268#1_1;45.01;45.01;41.00
1080.00;172682268#2_1;19.00;19.00;46.00
1080.00;FA_1_1;0.00;5.62;0.00
1080.00;FA_3_0;53.31;53.31;39.00
1080.00;FA_3_1;0.00;3.58;0.00
1080.00;avrio_1_1;5.10;5.10;41.00
1080.00;curva_caminoreal_0;0.00;5.24;0.00
1080.00;lecheria_haciacaminoreal_0;15.21;15.21;18.00
1080.00;lecheria_haciacaminoreal_1;19.00;19.00;20.00
1080.00;semaforo_caminoreal_costanera_0;7.00;7.00;11.00
1080.00;semaforo_caminoreal_costanera_1;7.00;7.00;5.00
1080.00;semaforo_caminoreal_elejercito_1;20.00;20.00;29.00
1080.00;semaforo_caminoreal_elejercito_2;22.72;22.72;26.00
1081.00;:interseccion_avrio_FA_15_0;26.90;0.00;1.00
1081.00;-371794626#1_0;0.00;45.38;0.00
1081.00;-371794626#2_0;26.00;26.00;50.00
1081.00;-371794626#2_1;28.21;30.97;4.00
1081.00;172682268#1_1;45.01;45.01;42.00
1081.00;172682268#2_1;19.00;19.00;47.00
1081.00;FA_1_1;0.00;5.25;0.00
1081.00;FA_3_0;53.31;53.31;38.00
1081.00;FA_3_1;0.00;10.68;0.00
1081.00;avrio_1_1;5.10;5.10;42.00
1081.00;curva_caminoreal_0;0.00;7.97;0.00
1081.00;lecheria_haciacaminoreal_0;15.20;15.20;19.00
1081.00;lecheria_haciacaminoreal_1;19.00;25.56;21.00
1081.00;semaforo_caminoreal_costanera_0;7.00;7.00;12.00
1081.00;semaforo_caminoreal_costanera_1;7.00;7.00;6.00
1081.00;semaforo_caminoreal_elejercito_0;14.03;14.03;1.00
1081.00;semaforo_caminoreal_elejercito_1;20.00;22.86;30.00
1081.00;semaforo_caminoreal_elejercito_2;22.71;22.71;27.00
1082.00;:interseccion_avrio_FA_5_0;27.03;0.00;1.00
1082.00;:interseccion_avrio_FA_15_0;26.90;0.00;2.00
1082.00;-371794626#1_0;0.00;44.34;0.00
1082.00;-371794626#2_0;26.00;32.67;51.00
1082.00;-371794626#2_1;30.92;30.92;1.00
1082.00;172682268#1_1;45.01;45.01;43.00
1082.00;172682268#2_1;19.00;19.00;48.00
1082.00;FA_1_1;5.16;5.16;1.00
1082.00;FA_3_0;53.31;53.31;39.00
1082.00;FA_3_1;3.47;18.22;1.00
1082.00;avrio_1_1;5.10;5.10;43.00
1082.00;curva_caminoreal_0;5.11;7.84;1.00
1082.00;lecheria_haciacaminoreal_0;15.20;15.20;20.00
1082.00;lecheria_haciacaminoreal_1;25.51;25.51;22.00
1082.00;semaforo_caminoreal_costanera_0;7.00;7.00;13.00
1082.00;semaforo_caminoreal_costanera_1;7.00;7.00;7.00
1082.00;semaforo_caminoreal_elejercito_0;14.00;20.56;2.00
1082.00;semaforo_caminoreal_elejercito_1;20.00;22.72;31.00
1082.00;semaforo_caminoreal_elejercito_2;22.70;22.70;28.00
1083.00;:interseccion_avrio_FA_5_0;27.02;0.00;2.00
1083.00;:interseccion_avrio_FA_15_0;26.89;0.00;3.00
1083.00;-371794626#2_0;26.00;39.52;52.00
1083.00;-371794626#2_1;0.00;30.36;0.00
1083.00;172682268#1_1;45.01;45.01;44.00
1083.00;172682268#2_1;19.00;19.00;49.00
1083.00;FA_3_0;46.74;46.74;39.00
1083.00;FA_3_1;53.31;53.31;37.00
1083.00;avrio_1_1;5.10;5.10;44.00
1083.00;curva_caminoreal_0;7.81;7.81;2.00
1083.00;ejercito4_0;0.00;71.19;0.00
1083.00;lecheria_haciacaminoreal_0;15.20;15.20;21.00
1083.00;lecheria_haciacaminoreal_1;25.50;25.50;23.00
1083.00;semaforo_caminoreal_costanera_0;7.00;7.00;14.00
1083.00;semaforo_caminoreal_costanera_1;7.00;7.00;8.00
1083.00;semaforo_caminoreal_elejercito_0;20.52;20.52;3.00
1083.00;semaforo_caminoreal_elejercito_1;22.71;22.71;32.00
1083.00;semaforo_caminoreal_elejercito_2;22.70;22.70;29.00
1084.00;:interseccion_avrio_FA_5_0;27.02;0.00;3.00
1084.00;:interseccion_avrio_FA_15_0;26.89;0.00;4.00
1084.00;-371794626#1_0;0.00;30.86;0.00
1084.00;-371794626#2_0;32.51;39.23;53.00
1084.00;-371794626#2_1;0.00;29.14;0.00
1084.00;172682268#1_1;45.01;45.01;45.00
1084.00;172682268#2_1;19.00;19.00;50.00
1084.00;FA_3_0;0.00;46.53;0.00
1084.00;FA_3_1;10.00;52.29;3.00
1084.00;avrio_1_1;5.10;5.10;45.00
1084.00;curva_caminoreal_0;7.81;7.81;3.00
1084.00;ejercito4_0;0.00;71.09;0.00
1084.00;lecheria_haciacaminoreal_0;15.20;22.13;22.00
1084.00;lecheria_haciacaminoreal_1;25.50;25.50;24.00
1084.00;semaforo_caminoreal_costanera_0;7.00;7.00;15.00
1084.00;semaforo_caminoreal_costanera_1;7.00;7.00;9.00
1084.00;semaforo_caminoreal_elejercito_0;20.51;20.51;4.00
1084.00;semaforo_caminoreal_elejercito_1;22.70;22.70;33.00
1084.00;semaforo_caminoreal_elejercito_2;22.70;22.70;30.00
1085.00;:interseccion_avrio_FA_5_0;27.02;0.00;4.00
1085.00;:interseccion_avrio_FA_15_0;26.89;0.00;5.00
1085.00;-371794626#1_0;0.00;38.41;0.00
1085.00;-371794626#2_0;32.50;39.12;27.00
1085.00;172682268#1_1;45.01;45.01;46.00
1085.00;172682268#2_1;19.00;19.00;51.00
1085.00;FA_3_0;0.00;46.13;0.00
1085.00;FA_3_1;16.54;30.93;4.00
1085.00;avrio_1_1;5.10;5.10;46.00
1085.00;curva_caminoreal_0;7.80;7.80;4.00
1085.00;ejercito4_0;0.00;71.05;0.00
1085.00;lecheria_haciacaminoreal_0;15.20;21.79;23.00
1085.00;lecheria_haciacaminoreal_1;25.50;25.50;25.00
1085.00;semaforo_caminoreal_costanera_0;7.00;7.00;16.00
1085.00;semaforo_caminoreal_costanera_1;7.00;7.00;10.00
1085.00;semaforo_caminoreal_elejercito_0;20.50;27.06;5.00
1085.00;semaforo_caminoreal_elejercito_1;22.70;22.70;34.00
1085.00;semaforo_caminoreal_elejercito_2;22.70;22.70;31.00
1086.00;:interseccion_avrio_FA_5_0;27.02;0.00;5.00
1086.00;-371794626#2_0;39.06;39.06;12.00
1086.00;172682268#1_1;45.01;45.01;47.00
1086.00;172682268#2_1;19.00;19.00;52.00
1086.00;FA_3_0;0.00;45.53;0.00
1086.00;FA_3_1;23.10;30.30;5.00
1086.00;avrio_1_1;5.10;5.10;47.00
1086.00;curva_caminoreal_0;7.80;7.80;4.00
1086.00;ejercito4_0;0.00;71.05;0.00
1086.00;lecheria_haciacaminoreal_0;21.73;21.73;24.00
1086.00;lecheria_haciacaminoreal_1;25.50;25.50;26.00
1086.00;semaforo_caminoreal_costanera_0;7.00;7.00;17.00
1086.00;semaforo_caminoreal_costanera_1;7.00;7.00;11.00
1086.00;semaforo_caminoreal_elejercito_0;27.01;27.01;6.00
1086.00;semaforo_caminoreal_elejercito_1;22.70;22.70;35.00
1086.00;semaforo_caminoreal_elejercito_2;22.70;22.70;32.00
1087.00;-371794626#2_0;39.02;39.02;4.00
1087.00;172682268#1_1;45.01;45.01;48.00
1087.00;172682268#2_1;19.00;19.00;53.00
1087.00;FA_3_0;0.00;44.67;0.00
1087.00;FA_3_1;23.03;36.87;4.00
1087.00;avrio_1_1;5.10;5.10;48.00
1087.00;curva_caminoreal_0;0.00;6.47;0.00
1087.00;ejercito4_0;0.00;71.05;0.00
1087.00;lecheria_haciacaminoreal_0;21.71;21.71;25.00
1087.00;lecheria_haciacaminoreal_1;25.50;25.50;27.00
1087.00;semaforo_caminoreal_costanera_0;7.00;7.00;18.00
1087.00;semaforo_caminoreal_costanera_1;7.00;7.00;12.00
1087.00;semaforo_caminoreal_elejercito_0;27.01;27.01;7.00
1087.00;semaforo_caminoreal_elejercito_1;22.70;22.70;36.00
1087.00;semaforo_caminoreal_elejercito_2;22.70;22.70;33.00
1088.00;:interseccion_avrio_FA_14_0;30.36;0.00;1.00
1088.00;-371794626#2_0;39.01;45.58;3.00
1088.00;172682268#1_1;45.01;45.01;49.00
1088.00;172682268#2_1;19.00;19.00;54.00
1088.00;FA_3_1;23.00;43.52;4.00
1088.00;avrio_1_1;5.10;5.10;49.00
1088.00;ejercito4_0;0.00;71.05;0.00
1088.00;lecheria_haciacaminoreal_0;21.70;21.70;26.00
1088.00;lecheria_haciacaminoreal_1;25.50;25.50;28.00
1088.00;semaforo_caminoreal_costanera_0;7.00;7.00;19.00
1088.00;semaforo_caminoreal_costanera_1;7.00;7.00;13.00
1088.00;semaforo_caminoreal_elejercito_0;27.00;27.00;8.00
1088.00;semaforo_caminoreal_elejercito_1;22.70;29.27;37.00
1088.00;semaforo_caminoreal_elejercito_2;22.70;22.70;34.00
1089.00;:12956174525_5_0;0.00;18.39;0.00
1089.00;:interseccion_avrio_FA_14_0;30.35;0.00;2.00
1089.00;-371794626#2_0;45.51;45.51;4.00
1089.00;172682268#1_1;45.01;45.01;50.00
1089.00;172682268#2_1;19.00;19.00;55.00
1089.00;FA_3_0;7.78;20.03;1.00
1089.00;FA_3_1;29.53;42.97;4.00
1089.00;avrio_1_1;5.10;5.10;50.00
1089.00;ejercito4_0;0.00;71.05;0.00
1089.00;lecheria_haciacaminoreal_0;21.70;21.70;27.00
1089.00;lecheria_haciacaminoreal_1;25.50;32.25;29.00
1089.00;semaforo_caminoreal_costanera_0;7.00;7.00;20.00
1089.00;semaforo_caminoreal_costanera_1;7.00;7.00;14.00
1089.00;semaforo_caminoreal_elejercito_0;27.00;27.00;9.00
1089.00;semaforo_caminoreal_elejercito_1;29.23;29.23;38.00
1089.00;semaforo_caminoreal_elejercito_2;22.70;22.70;35.00
1090.00;-371794626#2_0;45.46;45.46;2.00
1090.00;172682268#1_1;45.01;45.01;51.00
1090.00;172682268#2_1;19.00;19.00;56.00
1090.00;FA_3_0;7.73;14.41;2.00
1090.00;FA_3_1;36.05;42.63;2.00
1090.00;avrio_1_1;5.10;5.10;51.00
1090.00;ejercito4_0;0.00;71.05;0.00
1090.00;lecheria_haciacaminoreal_0;21.70;21.70;28.00
1090.00;lecheria_haciacaminoreal_1;25.50;32.08;30.00
1090.00;semaforo_caminoreal_costanera_0;7.00;7.00;21.00
1090.00;semaforo_caminoreal_costanera_1;7.00;7.00;15.00
1090.00;semaforo_caminoreal_elejercito_0;27.00;27.00;10.00
1090.00;semaforo_caminoreal_elejercito_1;29.21;29.21;39.00
1090.00;semaforo_caminoreal_elejercito_2;22.70;22.70;36.00
1091.00;-371794626#2_0;0.00;45.25;0.00
1091.00;172682268#1_1;45.01;45.01;52.00
1091.00;172682268#2_1;19.00;19.00;57.00
1091.00;FA_3_0;14.31;17.12;1.00
1091.00;FA_3_1;42.57;42.57;2.00
1091.00;avrio_1_1;5.10;5.10;52.00
1091.00;ejercito4_0;0.00;71.05;0.00
1091.00;lecheria_haciacaminoreal_0;21.70;21.70;29.00
1091.00;lecheria_haciacaminoreal_1;32.02;32.02;31.00
1091.00;semaforo_caminoreal_costanera_0;7.00;7.00;22.00
1091.00;semaforo_caminoreal_costanera_1;7.00;7.00;16.00
1091.00;semaforo_caminoreal_elejercito_0;27.00;27.00;11.00
1091.00;semaforo_caminoreal_elejercito_1;29.21;29.21;40.00
1091.00;semaforo_caminoreal_elejercito_2;22.70;29.32;37.00
1092.00;-371794626#2_0;0.00;44.82;0.00
1092.00;172682268#1_1;45.01;45.01;53.00
1092.00;172682268#2_1;19.00;19.00;58.00
1092.00;FA_3_0;17.02;32.23;1.00
1092.00;FA_3_1;42.53;42.53;2.00
1092.00;avrio_1_1;5.10;5.10;53.00
1092.00;ejercito4_0;0.00;71.05;0.00
1092.00;lecheria_haciacaminoreal_0;21.70;21.70;16.00
1092.00;lecheria_haciacaminoreal_1;32.01;32.01;26.00
1092.00;semaforo_caminoreal_costanera_0;7.00;7.00;23.00
1092.00;semaforo_caminoreal_costanera_1;7.00;7.00;17.00
1092.00;semaforo_caminoreal_elejercito_0;27.00;27.00;12.00
1092.00;semaforo_caminoreal_elejercito_1;29.21;29.21;41.00
1092.00;semaforo_caminoreal_elejercito_2;22.70;29.22;38.00
1093.00;:interseccion_avrio_FA_5_0;27.02;0.00;1.00
1093.00;-371794626#2_0;0.00;20.11;0.00
1093.00;-371794626#2_1;0.00;44.32;0.00
1093.00;172682268#1_1;45.01;45.01;54.00
1093.00;172682268#2_1;19.00;19.00;59.00
1093.00;FA_3_0;0.00;42.41;0.00
1093.00;FA_3_1;0.00;35.24;0.00
1093.00;avrio_1_1;5.10;5.10;54.00
1093.00;ejercito4_0;0.00;71.05;0.00
1093.00;lecheria_haciacaminoreal_0;21.70;21.70;14.00
1093.00;lecheria_haciacaminoreal_1;32.01;32.01;20.00
1093.00;semaforo_caminoreal_FA_1;0.00;6.64;0.00
1093.00;semaforo_caminoreal_costanera_0;7.00;7.00;24.00
1093.00;semaforo_caminoreal_costanera_1;7.00;7.00;18.00
1093.00;semaforo_caminoreal_elejercito_0;27.00;27.00;13.00
1093.00;semaforo_caminoreal_elejercito_1;29.21;29.21;42.00
1093.00;semaforo_caminoreal_elejercito_2;29.21;29.21;39.00
1094.00;:interseccion_avrio_FA_5_0;27.02;0.00;2.00
1094.00;-371794626#2_0;0.00;26.79;0.00
1094.00;172682268#1_1;45.01;45.01;55.00
1094.00;172682268#2_1;19.00;19.00;60.00
1094.00;FA_3_0;0.00;30.28;0.00
1094.00;FA_3_1;0.00;34.38;0.00
1094.00;avrio_1_1;5.10;5.10;55.00
1094.00;ejercito4_0;0.00;71.05;0.00
1094.00;lecheria_haciacaminoreal_0;21.70;21.70;9.00
1094.00;lecheria_haciacaminoreal_1;32.01;32.01;13.00
1094.00;semaforo_caminoreal_FA_0;0.00;13.06;0.00
1094.00;semaforo_caminoreal_FA_1;0.00;6.20;0.00
1094.00;semaforo_caminoreal_costanera_0;7.00;7.00;25.00
1094.00;semaforo_caminoreal_costanera_1;7.00;7.00;19.00
1094.00;semaforo_caminoreal_elejercito_0;27.00;27.00;14.00
1094.00;semaforo_caminoreal_elejercito_1;29.21;29.21;43.00
1094.00;semaforo_caminoreal_elejercito_2;29.21;29.21;40.00
1095.00;:interseccion_avrio_FA_5_0;27.02;0.00;3.00
1095.00;:interseccion_avrio_FA_15_0;23.10;0.00;1.00
1095.00;-371794626#1_0;0.00;6.25;0.00
1095.00;-371794626#2_0;0.00;16.58;0.00
1095.00;-371794626#2_1;0.00;40.89;0.00
1095.00;172682268#1_1;45.01;45.01;56.00
1095.00;172682268#2_1;19.00;19.00;61.00
1095.00;FA_3_0;0.00;30.05;0.00
1095.00;FA_3_1;0.00;33.74;0.00
1095.00;avrio_1_1;5.10;5.10;56.00
1095.00;ejercito4_0;0.00;71.05;0.00
1095.00;lecheria_haciacaminoreal_0;0.00;20.38;0.00
1095.00;lecheria_haciacaminoreal_1;32.01;38.62;5.00
1095.00;semaforo_caminoreal_FA_0;13.01;19.84;1.00
1095.00;semaforo_caminoreal_FA_1;0.00;12.74;0.00
1095.00;semaforo_caminoreal_costanera_0;7.00;7.00;26.00
1095.00;semaforo_caminoreal_costanera_1;7.00;7.00;20.00
1095.00;semaforo_caminoreal_elejercito_0;27.00;27.00;13.00
1095.00;semaforo_caminoreal_elejercito_1;29.21;29.21;31.00
1095.00;semaforo_caminoreal_elejercito_2;29.21;29.21;36.00
1096.00;:interseccion_avrio_FA_5_0;27.02;0.00;4.00
1096.00;-371794626#1_0;0.00;12.43;0.00
1096.00;172682268#1_1;45.01;45.01;57.00
1096.00;172682268#2_1;19.00;19.00;62.00
1096.00;FA_3_0;0.00;36.88;0.00
1096.00;FA_3_1;0.00;33.19;0.00
1096.00;avrio_1_1;5.10;5.10;57.00
1096.00;ejercito4_0;0.00;71.05;0.00
1096.00;lecheria_haciacaminoreal_1;38.56;38.56;1.00
1096.00;semaforo_caminoreal_FA_0;13.00;19.61;2.00
1096.00;semaforo_caminoreal_FA_1;6.02;19.29;1.00
1096.00;semaforo_caminoreal_costanera_0;7.00;7.00;27.00
1096.00;semaforo_caminoreal_costanera_1;7.00;7.00;21.00
1096.00;semaforo_caminoreal_elejercito_0;27.00;27.00;11.00
1096.00;semaforo_caminoreal_elejercito_1;29.21;29.21;24.00
1096.00;semaforo_caminoreal_elejercito_2;29.21;29.21;24.00
1097.00;:interseccion_avrio_FA_5_0;27.02;0.00;5.00
1097.00;-371794626#1_0;6.00;12.14;1.00
1097.00;172682268#1_1;45.01;45.01;58.00
1097.00;172682268#2_1;19.00;19.00;63.00
1097.00;FA_1_1;0.00;2.32;0.00
1097.00;FA_3_0;0.00;36.34;0.00
1097.00;FA_3_1;0.00;32.29;0.00
1097.00;avrio_1_1;5.10;5.10;58.00
1097.00;ejercito4_0;0.00;71.05;0.00
1097.00;lecheria_haciacaminoreal_1;0.00;37.85;0.00
1097.00;semaforo_caminoreal_FA_0;19.51;19.51;3.00
1097.00;semaforo_caminoreal_FA_1;19.20;19.20;2.00
1097.00;semaforo_caminoreal_costanera_0;7.00;7.00;28.00
1097.00;semaforo_caminoreal_costanera_1;7.00;7.00;22.00
1097.00;semaforo_caminoreal_elejercito_0;0.00;26.83;0.00
1097.00;semaforo_caminoreal_elejercito_1;29.21;29.21;15.00
1097.00;semaforo_caminoreal_elejercito_2;29.21;29.21;18.00
1098.00;-371794626#1_0;6.00;14.92;2.00
1098.00;172682268#1_1;45.01;45.01;59.00
1098.00;172682268#2_1;19.00;19.00;64.00
1098.00;371794626#2_1;0.00;5.04;0.00
1098.00;FA_3_0;0.00;35.22;0.00
1098.00;FA_3_1;0.00;31.70;0.00
1098.00;avrio_1_1;5.10;5.10;59.00
1098.00;ejercito4_0;0.00;71.05;0.00
1098.00;lecheria_haciacaminoreal_1;0.00;36.51;0.00
1098.00;semaforo_caminoreal_FA_0;19.51;19.51;4.00
1098.00;semaforo_caminoreal_FA_1;12.52;19.08;3.00
1098.00;semaforo_caminoreal_costanera_0;7.00;13.55;29.00
1098.00;semaforo_caminoreal_costanera_1;7.00;7.00;23.00
1098.00;semaforo_caminoreal_elejercito_0;0.00;26.55;0.00
1098.00;semaforo_caminoreal_elejercito_1;35.71;29.21;10.00
1098.00;semaforo_caminoreal_elejercito_2;29.21;29.21;6.00
1099.00;:2322602629_5_1;0.00;6.89;0.00
1099.00;-371794626#1_0;12.01;14.74;3.00
1099.00;-371794626#1_1;6.00;6.00;1.00
1099.00;172682268#1_1;45.01;45.01;60.00
1099.00;172682268#2_1;19.00;19.00;65.00
1099.00;371794626#2_1;0.00;12.03;0.00
1099.00;FA_3_0;0.00;34.52;0.00
1099.00;FA_3_1;0.00;30.88;0.00
1099.00;avrio_1_1;5.10;5.10;60.00
1099.00;ejercito4_0;0.00;71.05;0.00
1099.00;lecheria_salida_0;348.49;0.00;1.00
1099.00;semaforo_caminoreal_FA_0;19.50;19.50;5.00
1099.00;semaforo_caminoreal_FA_1;19.02;19.02;4.00
1099.00;semaforo_caminoreal_costanera_0;13.51;13.51;30.00
1099.00;semaforo_caminoreal_costanera_1;7.00;7.00;24.00
1099.00;semaforo_caminoreal_elejercito_0;0.00;26.18;0.00
1099.00;semaforo_caminoreal_elejercito_1;35.71;28.70;2.00
1099.00;semaforo_caminoreal_elejercito_2;0.00;28.59;0.00
1100.00;:2322602629_5_1;0.00;6.58;0.00
1100.00;-371794626#1_0;14.72;21.60;4.00
1100.00;-371794626#1_1;6.00;12.62;2.00
1100.00;172682268#1_1;45.01;45.01;61.00
1100.00;172682268#2_1;19.00;19.00;66.00
1100.00;FA_3_0;0.00;33.93;0.00
1100.00;FA_3_1;5.10;30.25;1.00
1100.00;avrio_1_1;5.10;5.10;61.00
1100.00;ejercito4_0;0.00;71.05;0.00
1100.00;semaforo_caminoreal_FA_0;26.01;19.50;6.00
1100.00;semaforo_caminoreal_FA_1;21.74;19.02;5.00
1100.00;semaforo_caminoreal_costanera_0;13.51;13.51;31.00
1100.00;semaforo_caminoreal_costanera_1;7.00;7.00;25.00
1100.00;semaforo_caminoreal_elejercito_0;0.00;25.28;0.00
1101.00;:2322602629_5_1;6.48;6.48;1.00
1101.00;-371794626#1_0;14.71;21.37;5.00
1101.00;-371794626#1_1;12.54;12.54;3.00
1101.00;172682268#1_1;45.01;45.01;62.00
1101.00;172682268#2_1;19.00;19.00;67.00
1101.00;FA_3_0;0.00;33.24;0.00
1101.00;FA_3_1;5.10;29.09;2.00
1101.00;avrio_1_1;5.10;5.10;62.00
1101.00;ejercito4_0;0.00;71.05;0.00
1101.00;res_salida_0;0.00;5.20;0.00
1101.00;semaforo_caminoreal_FA_0;26.00;19.50;7.00
1101.00;semaforo_caminoreal_FA_1;21.72;19.01;6.00
1101.00;semaforo_caminoreal_costanera_0;13.50;13.50;32.00
1101.00;semaforo_caminoreal_costanera_1;7.00;7.00;26.00
1101.00;semaforo_caminoreal_elejercito_0;0.00;24.31;0.00
1102.00;:2322602629_5_1;6.39;6.39;2.00
1102.00;-371794626#1_0;14.70;21.26;6.00
1102.00;-371794626#1_1;12.51;19.08;4.00
1102.00;172682268#1_1;45.01;45.01;63.00
1102.00;172682268#2_1;19.00;19.00;68.00
1102.00;FA_3_0;0.00;32.88;0.00
1102.00;FA_3_1;11.60;18.58;3.00
1102.00;avrio_1_1;5.10;5.10;63.00
1102.00;ejercito4_0;0.00;71.05;0.00
1102.00;res_salida_0;5.15;5.15;1.00
1102.00;res_salida_1;0.00;5.54;0.00
1102.00;semaforo_caminoreal_FA_0;26.00;19.50;8.00
1102.00;semaforo_caminoreal_FA_1;21.71;19.01;7.00
1102.00;semaforo_caminoreal_costanera_0;13.50;13.50;33.00
1102.00;semaforo_caminoreal_costanera_1;7.00;7.00;27.00
1103.00;:2322602629_5_1;6.38;6.38;3.00
1103.00;-371794626#1_0;21.22;38.28;7.00
1103.00;-371794626#1_1;19.02;25.87;5.00
1103.00;172682268#1_1;45.01;45.01;64.00
1103.00;172682268#2_1;19.00;19.00;69.00
1103.00;FA_1_0;0.00;7.66;0.00
1103.00;FA_3_0;0.00;32.55;0.00
1103.00;FA_3_1;11.60;25.12;4.00
1103.00;avrio_1_1;5.10;5.10;64.00
1103.00;ejercito4_0;0.00;71.05;0.00
1103.00;res_salida_0;5.12;11.83;2.00
1103.00;res_salida_1;0.00;5.26;0.00
1103.00;semaforo_caminoreal_FA_0;26.00;19.50;9.00
1103.00;semaforo_caminoreal_FA_1;21.71;19.00;8.00
1103.00;semaforo_caminoreal_costanera_0;13.50;13.50;34.00
1103.00;semaforo_caminoreal_costanera_1;7.00;7.00;28.00
1104.00;:2322602629_5_1;6.37;6.37;4.00
1104.00;:8424094388_1_1;0.00;20.27;0.00
1104.00;-371794626#1_0;38.25;44.92;8.00
1104.00;-371794626#1_1;19.01;25.60;6.00
1104.00;-371794626#2_0;0.00;6.25;0.00
1104.00;172682268#1_1;45.01;45.01;65.00
1104.00;172682268#2_1;19.00;19.00;70.00
1104.00;FA_3_0;0.00;32.25;0.00
1104.00;FA_3_1;11.60;39.15;5.00
1104.00;avrio_1_1;5.10;5.10;65.00
1104.00;ejercito4_0;0.00;71.05;0.00
1104.00;res_salida_0;5.11;11.67;3.00
1104.00;res_salida_1;0.00;5.16;0.00
1104.00;semaforo_caminoreal_FA_0;26.00;19.50;10.00
1104.00;semaforo_caminoreal_FA_1;21.70;19.00;9.00
1104.00;semaforo_caminoreal_costanera_0;13.50;13.50;35.00
1104.00;semaforo_caminoreal_costanera_1;7.00;7.00;29.00
1104.00;semaforo_caminoreal_elejercito_0;0.00;18.80;0.00
1105.00;:2322602629_5_1;6.37;6.37;5.00
1105.00;-371794626#1_0;38.23;44.82;9.00
1105.00;-371794626#1_1;25.55;32.48;7.00
1105.00;-371794626#2_0;0.00;6.03;0.00
1105.00;172682268#1_1;45.01;45.01;66.00
1105.00;172682268#2_1;19.00;19.00;71.00
1105.00;FA_3_0;5.10;31.16;1.00
1105.00;FA_3_1;18.10;24.69;6.00
1105.00;avrio_1_1;5.10;5.10;66.00
1105.00;ejercito4_0;0.00;71.05;0.00
1105.00;res_salida_0;11.62;11.62;4.00
1105.00;res_salida_1;5.13;5.13;1.00
1105.00;semaforo_caminoreal_FA_0;26.00;19.50;11.00
1105.00;semaforo_caminoreal_FA_1;21.70;19.00;10.00
1105.00;semaforo_caminoreal_costanera_0;13.50;13.50;36.00
1105.00;semaforo_caminoreal_costanera_1;7.00;7.00;30.00
1106.00;:2322602629_5_1;6.37;6.37;6.00
1106.00;-371794626#1_0;44.77;44.77;10.00
1106.00;-371794626#1_1;25.51;39.11;8.00
1106.00;-371794626#2_0;6.00;6.00;1.00
1106.00;-371794626#2_1;0.00;13.02;0.00
1106.00;172682268#1_1;45.01;45.01;67.00
1106.00;172682268#2_1;19.00;19.00;72.00
1106.00;FA_3_0;5.10;30.74;2.00
1106.00;FA_3_1;24.63;24.63;7.00
1106.00;avrio_1_1;5.10;5.10;67.00
1106.00;ejercito4_0;0.00;71.05;0.00
1106.00;madre_vieja_salida_1;0.00;6.12;0.00
1106.00;res_salida_0;11.60;11.60;2.00
1106.00;res_salida_1;7.84;7.84;2.00
1106.00;semaforo_caminoreal_FA_0;26.00;19.50;12.00
1106.00;semaforo_caminoreal_FA_1;21.70;19.00;11.00
1106.00;semaforo_caminoreal_costanera_0;13.50;13.50;37.00
1106.00;semaforo_caminoreal_costanera_1;7.00;7.00;31.00
1107.00;:2322602629_5_1;6.37;6.37;7.00
1107.00;:interseccion_avrio_FA_5_1;0.00;20.28;0.00
1107.00;-371794626#1_0;44.73;44.73;11.00
1107.00;-371794626#1_1;25.50;38.84;9.00
1107.00;-371794626#2_0;6.00;6.00;2.00
1107.00;172682268#1_1;45.01;45.01;68.00
1107.00;172682268#2_1;19.00;19.00;73.00
1107.00;FA_3_0;7.80;30.04;3.00
1107.00;FA_3_1;24.61;31.39;8.00
1107.00;avrio_1_1;5.10;5.10;68.00
1107.00;costanera_hacialecheria_0;0.00;48.59;0.00
1107.00;ejercito4_0;0.00;71.05;0.00
1107.00;madre_vieja_salida_0;6.05;6.05;1.00
1107.00;res_salida_0;0.00;10.55;0.00
1107.00;res_salida_1;7.82;7.82;3.00
1107.00;semaforo_caminoreal_FA_0;26.00;19.50;13.00
1107.00;semaforo_caminoreal_FA_1;21.70;19.00;12.00
1107.00;semaforo_caminoreal_costanera_0;13.50;13.50;38.00
1107.00;semaforo_caminoreal_costanera_1;7.00;7.00;32.00
1108.00;:2322602629_5_1;6.37;6.37;8.00
1108.00;-371794626#1_0;51.27;44.71;12.00
1108.00;-371794626#1_1;32.01;45.38;10.00
1108.00;-371794626#2_0;6.00;6.00;3.00
1108.00;172682268#1_1;45.01;45.01;69.00
1108.00;172682268#2_1;19.00;19.00;74.00
1108.00;FA_3_0;14.31;28.65;4.00
1108.00;FA_3_1;24.60;31.12;9.00
1108.00;avrio_1_1;5.10;5.10;69.00
